00TI               20241203                                                                                   
0601TIH6N       20250101003765100000005000 0600000000002320   
0601TIH6N       20250101003770100000005000 0600000000002320   
0601TIH6N       20250101003775100000005000 0600000000002320   
0601TIH6N       20250101003780100000005000 0600000000002320   
0601TIH6N       20250101003785100000005000 0600000000002320   
0601TIH6N       20250101003790100000005000 0600000000002320   
0601TIH6N       20250101003795100000005000 0600000000002320   
0601TIH6N       20250101003800100000005000 0600000000002330   
0601TIH6N       20250101003805100000005000 0600000000002330   
0601TIH6N       20250101003810100000005000 0600000000002330   
0601TIH6N       20250101003815100000005000 0600000000002330   
0601TIH6N       20250101003820100000005000 0600000000002330   
0601TIH6N       20250101003825100000005000 0600000000002330   
0601TIH6N       20250101003830100000005000 0600000000002340   
0601TIH6N       20250101003835100000005000 0600000000002340   
0601TIH6N       20250101003840100000005000 0600000000002340   
0601TIH6N       20250101003845100000005000 0600000000002340   
0601TIH6N       20250101003850100000005000 0600000000002340   
0601TIH6N       20250101003855100000005000 0600000000002340   
0601TIH6N       20250101003860100000005000 0600000000002340   
0601TIH6N       20250101003865100000005000 0600000000002350   
0601TIH6N       20250101003870100000005000 0600000000002350   
0601TIH6N       20250101003875100000005000 0600000000002350   
0601TIH6N       20250101003880100000005000 0600000000002350   
0601TIH6N       20250101003885100000005000 0600000000002350   
0601TIH6N       20250101003890100000005000 0600000000002350   
0601TIH6N       20250101003895100000005000 0600000000002360   
0601TIH6N       20250101003900100000005000 0600000000002360   
0601TIH6N       20250101003905100000005000 0600000000002360   
0601TIH6N       20250101003910100000005000 0600000000002360   
0601TIH6N       20250101003915100000005000 0600000000002360   
0601TIH6N       20250101003920100000005000 0600000000002360   
0601TIH6N       20250101003925100000005000 0600000000002360   
0601TIH6N       20250101003930100000005000 0600000000002370   
0601TIH6N       20250101003935100000005000 0600000000002370   
0601TIH6N       20250101003940100000005000 0600000000002370   
0601TIH6N       20250101003945100000005000 0600000000002370   
0601TIH6N       20250101003950100000005000 0600000000002370   
0601TIH6N       20250101003955100000005000 0600000000002370   
0601TIH6N       20250101003960100000005000 0600000000002370   
0601TIH6N       20250101003965100000005000 0600000000002380   
0601TIH6N       20250101003970100000005000 0600000000002380   
0601TIH6N       20250101003975100000005000 0600000000002380   
0601TIH6N       20250101003980100000005000 0600000000002380   
0601TIH6N       20250101003985100000005000 0600000000002380   
0601TIH6N       20250101003990100000005000 0600000000002380   
0601TIH6N       20250101003995100000005000 0600000000002380   
0601TIH6N       20250101004000100000005000 0600000000002390   
0601TIH6N       20250101004005100000005000 0600000000002390   
0601TIH6N       20250101004010100000005000 0600000000002390   
0601TIH6N       20250101004015100000005000 0600000000002390   
0601TIH6N       20250101004020100000005000 0600000000002390   
0601TIH6N       20250101004025100000005000 0600000000002390   
0601TIH6N       20250101004030100000005000 0600000000002390   
0601TIH6N       20250101004035100000005000 0600000000002400   
0601TIH6N       20250101004040100000005000 0600000000002400   
0601TIH6N       20250101004045100000005000 0600000000002400   
0601TIH6N       20250101004050100000005000 0600000000002400   
0601TIH6N       20250101004055100000005000 0600000000002400   
0601TIH6N       20250101004060100000005000 0600000000002400   
0601TIH6N       20250101004065100000005000 0600000000002400   
0601TIH6N       20250101004070100000005000 0600000000002410   
0601TIH6N       20250101004075100000005000 0600000000002410   
0601TIH6N       20250101004080100000005000 0600000000002410   
0601TIH6N       20250101004085100000005000 0600000000002410   
0601TIH6N       20250101004090100000005000 0600000000002410   
0601TIH6N       20250101004095100000005000 0600000000002410   
0601TIH6N       20250101004100100000005000 0600000000002410   
0601TIH6N       20250101004105100000005000 0600000000002410   
0601TIH6N       20250101004110100000005000 0600000000002420   
0601TIH6N       20250101004115100000005000 0600000000002420   
0601TIH6N       20250101004120100000005000 0600000000002420   
0601TIH6N       20250101004125100000005000 0600000000002420   
0601TIH6N       20250101004130100000005000 0600000000002420   
0601TIH6N       20250101004135100000005000 0600000000002420   
0601TIH6N       20250101004140100000005000 0600000000002420   
0601TIH6N       20250101004145100000005000 0600000000002430   
0601TIH6N       20250101004150100000005000 0600000000002430   
0601TIH6N       20250101004155100000005000 0600000000002430   
0601TIH6N       20250101004160100000005000 0600000000002430   
0601TIH6N       20250101004165100000005000 0600000000002430   
0601TIH6N       20250101004170100000005000 0600000000002430   
0601TIH6N       20250101004175100000005000 0600000000002430   
0601TIH6N       20250101004180100000005000 0600000000002430   
0601TIH6N       20250101004185100000005000 0600000000002440   
0601TIH6N       20250101004190100000005000 0600000000002440   
0601TIH6N       20250101004195100000005000 0600000000002440   
0601TIH6N       20250101004200100000005000 0600000000002440   
0601TIH6N       20250101004205100000005000 0600000000002440   
0601TIH6N       20250101004210100000005000 0600000000002440   
0601TIH6N       20250101004215100000005000 0600000000002440   
0601TIH6N       20250101004220100000005000 0600000000002440   
0601TIH6N       20250101004225100000005000 0600000000002450   
0601TIH6N       20250101004230100000005000 0600000000002450   
0601TIH6N       20250101004235100000005000 0600000000002450   
0601TIH6N       20250101004240100000005000 0600000000002450   
0601TIH6N       20250101004245100000005000 0600000000002450   
0601TIH6N       20250101004250100000005000 0600000000002450   
0601TIH6N       20250101004255100000005000 0600000000002450   
0601TIH6N       20250101004260100000005000 0600000000002450   
0601TIH6N       20250101004265100000005000 0600000000002460   
0601TIH6N       20250101004270100000005000 0600000000002460   
0601TIH6N       20250101004275100000005000 0600000000002460   
0601TIH6N       20250101004280100000005000 0600000000002460   
0601TIH6N       20250101004285100000005000 0600000000002460   
0601TIH6N       20250101004290100000005000 0600000000002460   
0601TIH6N       20250101004295100000005000 0600000000002460   
0601TIH6N       20250101004300100000005000 0600000000002460   
0601TIH6N       20250101004305100000005000 0600000000002470   
0601TIH6N       20250101004310100000005000 0600000000002470   
0601TIH6N       20250101004315100000005000 0600000000002470   
0601TIH6N       20250101004320100000005000 0600000000002470   
0601TIH6N       20250101004325100000005000 0600000000002470   
0601TIH6N       20250101004330100000005000 0600000000002470   
0601TIH6N       20250101004335100000005000 0600000000002470   
0601TIH6N       20250101004340100000005000 0600000000002470   
0601TIH6N       20250101004345100000005000 0600000000002480   
0601TIH6N       20250101004350100000005000 0600000000002480   
0601TIH6N       20250101004355100000005000 0600000000002480   
0601TIH6N       20250101004360100000005000 0600000000002480   
0601TIH6N       20250101004365100000005000 0600000000002480   
0601TIH6N       20250101004370100000005000 0600000000002480   
0601TIH6N       20250101004375100000005000 0600000000002480   
0601TIH6N       20250101004380100000005000 0600000000002480   
0601TIH6N       20250101004385100000005000 0600000000002480   
0601TIH6N       20250101004390100000005000 0600000000002490   
0601TIH6N       20250101004395100000005000 0600000000002490   
0601TIH6N       20250101004400100000005000 0600000000002490   
0601TIH6N       20250101004405100000005000 0600000000002490   
0601TIH6N       20250101004410100000005000 0600000000002490   
0601TIH6N       20250101004415100000005000 0600000000002490   
0601TIH6N       20250101004420100000005000 0600000000002490   
0601TIH6N       20250101004425100000005000 0600000000002490   
0601TIH6N       20250101004430100000005000 0600000000002500   
0601TIH6N       20250101004435100000005000 0600000000002500   
0601TIH6N       20250101004440100000005000 0600000000002500   
0601TIH6N       20250101004445100000005000 0600000000002500   
0601TIH6N       20250101004450100000005000 0600000000002500   
0601TIH6N       20250101004455100000005000 0600000000002500   
0601TIH6N       20250101004460100000005000 0600000000002500   
0601TIH6N       20250101004465100000005000 0600000000002500   
0601TIH6N       20250101004470100000005000 0600000000002500   
0601TIH6N       20250101004475100000005000 0600000000002510   
0601TIH6N       20250101004480100000005000 0600000000002510   
0601TIH6N       20250101004485100000005000 0600000000002510   
0601TIH6N       20250101004490100000005000 0600000000002510   
0601TIH6N       20250101004495100000005000 0600000000002510   
0601TIH6N       20250101004500100000005000 0600000000002510   
0601TIH6N       20250101004505100000005000 0600000000002510   
0601TIH6N       20250101004510100000005000 0600000000002510   
0601TIH6N       20250101004515100000005000 0600000000002510   
0601TIH6N       20250101004520100000005000 0600000000002520   
0601TIH6N       20250101004525100000005000 0600000000002520   
0601TIH6N       20250101004530100000005000 0600000000002520   
0601TIH6N       20250101004535100000005000 0600000000002520   
0601TIH6N       20250101004540100000005000 0600000000002520   
0601TIH6N       20250101004545100000005000 0600000000002520   
0601TIH6N       20250101004550100000005000 0600000000002520   
0601TIH6N       20250101004555100000005000 0600000000002520   
0601TIH6N       20250101004560100000005000 0600000000002520   
0601TIH6N       20250101004565100000005000 0600000000002530   
0601TIH6N       20250101004570100000005000 0600000000002530   
0601TIH6N       20250101004575100000005000 0600000000002530   
0601TIH6N       20250101004580100000005000 0600000000002530   
0601TIH6N       20250101004585100000005000 0600000000002530   
0601TIH6N       20250101004590100000005000 0600000000002530   
0601TIH6N       20250101004595100000005000 0600000000002530   
0601TIH6N       20250101004600100000005000 0600000000002530   
0601TIH6N       20250101004605100000005000 0600000000002530   
0601TIH6N       20250101004610100000005000 0600000000002540   
0601TIH6N       20250101004615100000005000 0600000000002540   
0601TIH6N       20250101004620100000005000 0600000000002540   
0601TIH6N       20250101004625100000005000 0600000000002540   
0601TIH6N       20250101004630100000005000 0600000000002540   
0601TIH6N       20250101004635100000005000 0600000000002540   
0601TIH6N       20250101004640100000005000 0600000000002540   
0601TIH6N       20250101004645100000005000 0600000000002540   
0601TIH6N       20250101004650100000005000 0600000000002540   
