00BE               20231130                                                                                   
0601BEA0N       20240101002680100000005000 0000000000002782   
0601BEA0N       20240101002685100000005000 0000000000002783   
0601BEA0N       20240101002690100000005000 0000000000002786   
0601BEA0N       20240101002695100000005000 0000000000002787   
0601BEA0N       20240101002700100000005000 0000000000002789   
0601BEA0N       20240101002705100000005000 0000000000002791   
0601BEA0N       20240101002710100000005000 0000000000002792   
0601BEA0N       20240101002715100000005000 0000000000002794   
0601BEA0N       20240101002720100000005000 0000000000002796   
0601BEA0N       20240101002725100000005000 0000000000002798   
0601BEA0N       20240101002730100000005000 0000000000002799   
0601BEA0N       20240101002735100000005000 0000000000002802   
0601BEA0N       20240101002740100000005000 0000000000002803   
0601BEA0N       20240101002745100000005000 0000000000002805   
0601BEA0N       20240101002750100000005000 0000000000002807   
0601BEA0N       20240101002755100000005000 0000000000002808   
0601BEA0N       20240101002760100000005000 0000000000002810   
0601BEA0N       20240101002765100000005000 0000000000002812   
0601BEA0N       20240101002770100000005000 0000000000002814   
0601BEA0N       20240101002775100000005000 0000000000002815   
0601BEA0N       20240101002780100000005000 0000000000002817   
0601BEA0N       20240101002785100000005000 0000000000002819   
0601BEA0N       20240101002790100000005000 0000000000002820   
0601BEA0N       20240101002795100000005000 0000000000002822   
0601BEA0N       20240101002800100000005000 0000000000002824   
0601BEA0N       20240101002805100000005000 0000000000002825   
0601BEA0N       20240101002810100000005000 0000000000002827   
0601BEA0N       20240101002815100000005000 0000000000002829   
0601BEA0N       20240101002820100000005000 0000000000002830   
0601BEA0N       20240101002825100000005000 0000000000002832   
0601BEA0N       20240101002830100000005000 0000000000002834   
0601BEA0N       20240101002835100000005000 0000000000002835   
0601BEA0N       20240101002840100000005000 0000000000002837   
0601BEA0N       20240101002845100000005000 0000000000002839   
0601BEA0N       20240101002850100000005000 0000000000002840   
0601BEA0N       20240101002855100000005000 0000000000002841   
0601BEA0N       20240101002860100000005000 0000000000002844   
0601BEA0N       20240101002865100000005000 0000000000002845   
0601BEA0N       20240101002870100000005000 0000000000002846   
0601BEA0N       20240101002875100000005000 0000000000002848   
0601BEA0N       20240101002880100000005000 0000000000002850   
0601BEA0N       20240101002885100000005000 0000000000002851   
0601BEA0N       20240101002890100000005000 0000000000002853   
0601BEA0N       20240101002895100000005000 0000000000002855   
0601BEA0N       20240101002900100000005000 0000000000002856   
0601BEA0N       20240101002905100000005000 0000000000002858   
0601BEA0N       20240101002910100000005000 0000000000002859   
0601BEA0N       20240101002915100000005000 0000000000002861   
0601BEA0N       20240101002920100000005000 0000000000002863   
0601BEA0N       20240101002925100000005000 0000000000002864   
0601BEA0N       20240101002930100000005000 0000000000002865   
0601BEA0N       20240101002935100000005000 0000000000002867   
0601BEA0N       20240101002940100000005000 0000000000002869   
0601BEA0N       20240101002945100000005000 0000000000002870   
0601BEA0N       20240101002950100000005000 0000000000002872   
0601BEA0N       20240101002955100000005000 0000000000002873   
0601BEA0N       20240101002960100000005000 0000000000002874   
0601BEA0N       20240101002965100000005000 0000000000002876   
0601BEA0N       20240101002970100000005000 0000000000002878   
0601BEA0N       20240101002975100000005000 0000000000002879   
0601BEA0N       20240101002980100000005000 0000000000002880   
0601BEA0N       20240101002985100000005000 0000000000002882   
0601BEA0N       20240101002990100000005000 0000000000002883   
0601BEA0N       20240101002995100000005000 0000000000002884   
0601BEA0N       20240101003000100000005000 0000000000002886   
0601BEA0N       20240101003005100000005000 0000000000002888   
0601BEA0N       20240101003010100000005000 0000000000002889   
0601BEA0N       20240101003015100000005000 0000000000002891   
0601BEA0N       20240101003020100000005000 0000000000002892   
0601BEA0N       20240101003025100000005000 0000000000002893   
0601BEA0N       20240101003030100000005000 0000000000002895   
0601BEA0N       20240101003035100000005000 0000000000002896   
0601BEA0N       20240101003040100000005000 0000000000002898   
0601BEA0N       20240101003045100000005000 0000000000002900   
0601BEA0N       20240101003050100000005000 0000000000002901   
0601BEA0N       20240101003055100000005000 0000000000002902   
0601BEA0N       20240101003060100000005000 0000000000002904   
0601BEA0N       20240101003065100000005000 0000000000002905   
0601BEA0N       20240101003070100000005000 0000000000002906   
0601BEA0N       20240101003075100000005000 0000000000002908   
0601BEA0N       20240101003080100000005000 0000000000002909   
0601BEA0N       20240101003085100000005000 0000000000002910   
0601BEA0N       20240101003090100000005000 0000000000002912   
0601BEA0N       20240101003095100000005000 0000000000002913   
0601BEA0N       20240101003100100000005000 0000000000002914   
0601BEA0N       20240101003105100000005000 0000000000002916   
0601BEA0N       20240101003110100000005000 0000000000002917   
0601BEA0N       20240101003115100000005000 0000000000002919   
0601BEA0N       20240101003120100000005000 0000000000002920   
0601BEA0N       20240101003125100000005000 0000000000002922   
0601BEA0N       20240101003130100000005000 0000000000002923   
0601BEA0N       20240101003135100000005000 0000000000002924   
0601BEA0N       20240101003140100000005000 0000000000002926   
0601BEA0N       20240101003145100000005000 0000000000002927   
0601BEA0N       20240101003150100000005000 0000000000002928   
0601BEA0N       20240101003155100000005000 0000000000002930   
0601BEA0N       20240101003160100000005000 0000000000002931   
0601BEA0N       20240101003165100000005000 0000000000002932   
0601BEA0N       20240101003170100000005000 0000000000002934   
0601BEA0N       20240101003175100000005000 0000000000002935   
0601BEA0N       20240101003180100000005000 0000000000002936   
0601BEA0N       20240101003185100000005000 0000000000002938   
0601BEA0N       20240101003190100000005000 0000000000002939   
0601BEA0N       20240101003195100000005000 0000000000002940   
0601BEA0N       20240101003200100000005000 0000000000002942   
0601BEA0N       20240101003205100000005000 0000000000002943   
0601BEA0N       20240101003210100000005000 0000000000002945   
0601BEA0N       20240101003215100000005000 0000000000002946   
0601BEA0N       20240101003220100000005000 0000000000002947   
0601BEA0N       20240101003225100000005000 0000000000002949   
0601BEA0N       20240101003230100000005000 0000000000002950   
0601BEA0N       20240101003235100000005000 0000000000002951   
0601BEA0N       20240101003240100000005000 0000000000002953   
0601BEA0N       20240101003245100000005000 0000000000002954   
0601BEA0N       20240101003250100000005000 0000000000002955   
0601BEA0N       20240101003255100000005000 0000000000002956   
0601BEA0N       20240101003260100000005000 0000000000002958   
0601BEA0N       20240101003265100000005000 0000000000002959   
0601BEA0N       20240101003270100000005000 0000000000002960   
0601BEA0N       20240101003275100000005000 0000000000002961   
0601BEA0N       20240101003280100000005000 0000000000002963   
0601BEA0N       20240101003285100000005000 0000000000002964   
0601BEA0N       20240101003290100000005000 0000000000002965   
0601BEA0N       20240101003295100000005000 0000000000002967   
0601BEA0N       20240101003300100000005000 0000000000002968   
0601BEA0N       20240101003305100000005000 0000000000002969   
0601BEA0N       20240101003310100000005000 0000000000002971   
0601BEA0N       20240101003315100000005000 0000000000002972   
0601BEA0N       20240101003320100000005000 0000000000002973   
0601BEA0N       20240101003325100000005000 0000000000002975   
0601BEA0N       20240101003330100000005000 0000000000002976   
0601BEA0N       20240101003335100000005000 0000000000002977   
0601BEA0N       20240101003340100000005000 0000000000002978   
0601BEA0N       20240101003345100000005000 0000000000002979   
0601BEA0N       20240101003350100000005000 0000000000002980   
0601BEA0N       20240101003355100000005000 0000000000002982   
0601BEA0N       20240101003360100000005000 0000000000002983   
0601BEA0N       20240101003365100000005000 0000000000002984   
0601BEA0N       20240101003370100000005000 0000000000002986   
0601BEA0N       20240101003375100000005000 0000000000002987   
0601BEA0N       20240101003380100000005000 0000000000002988   
0601BEA0N       20240101003385100000005000 0000000000002989   
0601BEA0N       20240101003390100000005000 0000000000002990   
0601BEA0N       20240101003395100000005000 0000000000002991   
0601BEA0N       20240101003400100000005000 0000000000002992   
0601BEA0N       20240101003405100000005000 0000000000002994   
0601BEA0N       20240101003410100000005000 0000000000002995   
0601BEA0N       20240101003415100000005000 0000000000002996   
0601BEA0N       20240101003420100000005000 0000000000002998   
0601BEA0N       20240101003425100000005000 0000000000002999   
0601BEA0N       20240101003430100000005000 0000000000002999   
0601BEA0N       20240101003435100000005000 0000000000003001   
0601BEA0N       20240101003440100000005000 0000000000003002   
0601BEA0N       20240101003445100000005000 0000000000003003   
0601BEA0N       20240101003450100000005000 0000000000003005   
0601BEA0N       20240101003455100000005000 0000000000003006   
0601BEA0N       20240101003460100000005000 0000000000003007   
0601BEA0N       20240101003465100000005000 0000000000003008   
0601BEA0N       20240101003470100000005000 0000000000003009   
0601BEA0N       20240101003475100000005000 0000000000003010   
0601BEA0N       20240101003480100000005000 0000000000003012   
0601BEA0N       20240101003485100000005000 0000000000003013   
0601BEA0N       20240101003490100000005000 0000000000003013   
0601BEA0N       20240101003495100000005000 0000000000003015   
0601BEA0N       20240101003500100000005000 0000000000003016   
0601BEA0N       20240101003505100000005000 0000000000003017   
0601BEA0N       20240101003510100000005000 0000000000003018   
0601BEA0N       20240101003515100000005000 0000000000003019   
0601BEA0N       20240101003520100000005000 0000000000003020   
0601BEA0N       20240101003525100000005000 0000000000003022   
0601BEA0N       20240101003530100000005000 0000000000003023   
0601BEA0N       20240101003535100000005000 0000000000003024   
0601BEA0N       20240101003540100000005000 0000000000003025   
0601BEA0N       20240101003545100000005000 0000000000003026   
0601BEA0N       20240101003550100000005000 0000000000003027   
0601BEA0N       20240101003555100000005000 0000000000003028   
0601BEA0N       20240101003560100000005000 0000000000003029   
